ID,Street_Address,City,Country,Unit,Type,Parent
175-4,ulica Nałkowskiej,Warsaw,RP,69,Unit,175
176-1,ulica Kamienna,Warsaw,RP,9,Unit,176
176-2,ulica Kamienna,Warsaw,RP,11,Unit,176
177-1,pl. Stycznia,Warsaw,RP,74,Unit,177
177-2,pl. Stycznia,Warsaw,RP,96,Unit,177
178-1,pl. Kwiatowa,Warsaw,RP,51,Unit,178
178-2,pl. Kwiatowa,Warsaw,RP,44,Unit,178
178-3,pl. Kwiatowa,Warsaw,RP,48,Unit,178
178-4,pl. Kwiatowa,Warsaw,RP,52,Unit,178
179-1,ul. Solidarnosci,Warsaw,RP,577,Unit,179
180-1,al. Miodowa,Warsaw,RP,42,Unit,180
181-1,aleja Prosta,Warsaw,RP,64,Unit,181
181-2,aleja Prosta,Warsaw,RP,52,Unit,181
181-3,aleja Prosta,Warsaw,RP,40,Unit,181
181-4,aleja Prosta,Warsaw,RP,38,Unit,181
182-1,al. Stolarska,Warsaw,RP,89,Unit,182
183-1,al. Widokowa,Warsaw,RP,27,Unit,183
183-2,al. Widokowa,Warsaw,RP,37,Unit,183
183-3,al. Widokowa,Warsaw,RP,35,Unit,183
183-4,al. Widokowa,Warsaw,RP,40,Unit,183
184-1,ul. Graniczna,Warsaw,RP,62,Unit,184
184-2,ul. Graniczna,Warsaw,RP,84,Unit,184
185-1,pl. Rejtana,Warsaw,RP,15,Unit,185
185-2,pl. Rejtana,Warsaw,RP,19,Unit,185
185-3,pl. Rejtana,Warsaw,RP,26,Unit,185
185-4,pl. Rejtana,Warsaw,RP,53,Unit,185
186-1,plac Bolesława Krzywoustego,Warsaw,RP,45,Unit,186
186-2,plac Bolesława Krzywoustego,Warsaw,RP,68,Unit,186
186-3,plac Bolesława Krzywoustego,Warsaw,RP,36,Unit,186
186-4,plac Bolesława Krzywoustego,Warsaw,RP,55,Unit,186
187-1,aleja Piłsudskiego,Warsaw,RP,30,Unit,187
188-1,aleja Broniewskiego,Warsaw,RP,43,Unit,188
188-2,aleja Broniewskiego,Warsaw,RP,76,Unit,188
188-3,aleja Broniewskiego,Warsaw,RP,68,Unit,188
189-1,al. Składowa,Warsaw,RP,52,Unit,189
189-2,al. Składowa,Warsaw,RP,27,Unit,189
189-3,al. Składowa,Warsaw,RP,46,Unit,189
190-1,aleja Słowackiego,Warsaw,RP,56,Unit,190
190-2,aleja Słowackiego,Warsaw,RP,50,Unit,190
191-1,ul. Starowiejska,Warsaw,RP,3,Unit,191
192-1,ulica Wypoczynkowa,Warsaw,RP,508,Unit,192
193-1,aleja Wczasowa,Warsaw,RP,330,Unit,193
193-2,aleja Wczasowa,Warsaw,RP,319,Unit,193
194-1,al. Daleka,Warsaw,RP,207,Unit,194
194-2,al. Daleka,Warsaw,RP,181,Unit,194
194-3,al. Daleka,Warsaw,RP,187,Unit,194
195-1,ulica Pułaskiego,Warsaw,RP,57,Unit,195
196-1,pl. Okulickiego,Warsaw,RP,12,Unit,196
197-1,al. Tulipanowa,Warsaw,RP,82,Unit,197
197-2,al. Tulipanowa,Warsaw,RP,70,Unit,197
197-3,al. Tulipanowa,Warsaw,RP,49,Unit,197
197-4,al. Tulipanowa,Warsaw,RP,50,Unit,197
198-1,aleja Rzemieślnicza,Warsaw,RP,31,Unit,198
198-2,aleja Rzemieślnicza,Warsaw,RP,10,Unit,198
198-3,aleja Rzemieślnicza,Warsaw,RP,7,Unit,198
199-1,ulica Maja,Warsaw,RP,42,Unit,199
199-2,ulica Maja,Warsaw,RP,26,Unit,199
199-3,ulica Maja,Warsaw,RP,10,Unit,199
200-1,al. Głowackiego,Warsaw,RP,877,Unit,200
201-1,ulica Krokusowa,Warsaw,RP,827,Unit,201
201-2,ulica Krokusowa,Warsaw,RP,848,Unit,201
201-3,ulica Krokusowa,Warsaw,RP,828,Unit,201
201-4,ulica Krokusowa,Warsaw,RP,832,Unit,201
202-1,ulica Kolonia,Warsaw,RP,37,Unit,202
202-2,ulica Kolonia,Warsaw,RP,39,Unit,202
202-3,ulica Kolonia,Warsaw,RP,14,Unit,202
203-1,aleja Akacjowa,Warsaw,RP,2,Unit,203
203-2,aleja Akacjowa,Warsaw,RP,7,Unit,203
203-3,aleja Akacjowa,Warsaw,RP,16,Unit,203
204-1,al. Olchowa,Warsaw,RP,498,Unit,204
205-1,plac Południowa,Warsaw,RP,2,Unit,205
205-2,plac Południowa,Warsaw,RP,10,Unit,205
205-3,plac Południowa,Warsaw,RP,2,Unit,205
206-1,ulica Porzeczkowa,Warsaw,RP,23,Unit,206
206-2,ulica Porzeczkowa,Warsaw,RP,49,Unit,206
206-3,ulica Porzeczkowa,Warsaw,RP,18,Unit,206
206-4,ulica Porzeczkowa,Warsaw,RP,23,Unit,206
207-1,aleja Kusocińskiego,Warsaw,RP,71,Unit,207
207-2,aleja Kusocińskiego,Warsaw,RP,68,Unit,207
208-1,al. Klonowa,Warsaw,RP,823,Unit,208
208-2,al. Klonowa,Warsaw,RP,826,Unit,208
208-3,al. Klonowa,Warsaw,RP,835,Unit,208
209-1,al. Jana Pawła II,Warsaw,RP,94,Unit,209
209-2,al. Jana Pawła II,Warsaw,RP,71,Unit,209
210-1,plac Ceglana,Warsaw,RP,506,Unit,210
211-1,al. Tysiąclecia,Warsaw,RP,672,Unit,211
211-2,al. Tysiąclecia,Warsaw,RP,667,Unit,211
211-3,al. Tysiąclecia,Warsaw,RP,686,Unit,211
211-4,al. Tysiąclecia,Warsaw,RP,663,Unit,211
212-1,ulica Owocowa,Warsaw,RP,221,Unit,212
212-2,ulica Owocowa,Warsaw,RP,244,Unit,212
213-1,pl. Bankowa,Warsaw,RP,4,Unit,213
213-2,pl. Bankowa,Warsaw,RP,21,Unit,213
214-1,plac Lawendowa,Warsaw,RP,490,Unit,214
215-1,pl. Powstańców Wielkopolskich,Warsaw,RP,51,Unit,215
215-2,pl. Powstańców Wielkopolskich,Warsaw,RP,28,Unit,215
216-1,ulica Podleśna,Warsaw,RP,40,Unit,216
216-2,ulica Podleśna,Warsaw,RP,44,Unit,216
216-3,ulica Podleśna,Warsaw,RP,37,Unit,216
216-4,ulica Podleśna,Warsaw,RP,40,Unit,216
217-1,ulica Konarskiego,Warsaw,RP,15,Unit,217
217-2,ulica Konarskiego,Warsaw,RP,10,Unit,217
218-1,pl. Słonecznikowa,Warsaw,RP,58,Unit,218
218-2,pl. Słonecznikowa,Warsaw,RP,57,Unit,218
218-3,pl. Słonecznikowa,Warsaw,RP,58,Unit,218
218-4,pl. Słonecznikowa,Warsaw,RP,61,Unit,218
219-1,ul. Klonowa,Warsaw,RP,47,Unit,219
219-2,ul. Klonowa,Warsaw,RP,50,Unit,219
220-1,plac Podmiejska,Warsaw,RP,20,Unit,220
221-1,aleja Andersa,Warsaw,RP,55,Unit,221
221-2,aleja Andersa,Warsaw,RP,66,Unit,221
221-3,aleja Andersa,Warsaw,RP,81,Unit,221
221-4,aleja Andersa,Warsaw,RP,54,Unit,221
222-1,aleja Kraszewskiego,Warsaw,RP,28,Unit,222
223-1,ulica Szymanowskiego,Warsaw,RP,115,Unit,223
223-2,ulica Szymanowskiego,Warsaw,RP,119,Unit,223
223-3,ulica Szymanowskiego,Warsaw,RP,152,Unit,223
224-1,plac Młyńska,Warsaw,RP,14,Unit,224
224-2,plac Młyńska,Warsaw,RP,34,Unit,224
224-3,plac Młyńska,Warsaw,RP,18,Unit,224
224-4,plac Młyńska,Warsaw,RP,9,Unit,224
225-1,pl. Lotnicza,Warsaw,RP,25,Unit,225
225-2,pl. Lotnicza,Warsaw,RP,14,Unit,225
226-1,aleja Mieszka I,Warsaw,RP,934,Unit,226
227-1,pl. Plażowa,Warsaw,RP,76,Unit,227
227-2,pl. Plażowa,Warsaw,RP,62,Unit,227
227-3,pl. Plażowa,Warsaw,RP,67,Unit,227
227-4,pl. Plażowa,Warsaw,RP,88,Unit,227
228-1,ulica Kościuszki,Warsaw,RP,223,Unit,228
229-1,aleja Wrzosowa,Warsaw,RP,60,Unit,229
229-2,aleja Wrzosowa,Warsaw,RP,33,Unit,229
229-3,aleja Wrzosowa,Warsaw,RP,34,Unit,229
229-4,aleja Wrzosowa,Warsaw,RP,56,Unit,229
230-1,ulica Jastrzębia,Warsaw,RP,59,Unit,230
230-2,ulica Jastrzębia,Warsaw,RP,64,Unit,230
230-3,ulica Jastrzębia,Warsaw,RP,55,Unit,230
231-1,plac Rynek,Warsaw,RP,258,Unit,231
231-2,plac Rynek,Warsaw,RP,251,Unit,231
231-3,plac Rynek,Warsaw,RP,233,Unit,231
232-1,ul. Słowicza,Warsaw,RP,38,Unit,232
232-2,ul. Słowicza,Warsaw,RP,65,Unit,232
233-1,aleja Ludowa,Warsaw,RP,26,Unit,233
234-1,al. Kruczkowskiego,Warsaw,RP,63,Unit,234
234-2,al. Kruczkowskiego,Warsaw,RP,63,Unit,234
234-3,al. Kruczkowskiego,Warsaw,RP,66,Unit,234
234-4,al. Kruczkowskiego,Warsaw,RP,33,Unit,234
235-1,al. Królewska,Warsaw,RP,520,Unit,235
235-2,al. Królewska,Warsaw,RP,547,Unit,235
236-1,ulica Jesienna,Warsaw,RP,1,Unit,236
237-1,al. Broniewskiego,Warsaw,RP,46,Unit,237
237-2,al. Broniewskiego,Warsaw,RP,39,Unit,237
237-3,al. Broniewskiego,Warsaw,RP,44,Unit,237
237-4,al. Broniewskiego,Warsaw,RP,33,Unit,237
238-1,plac Pszenna,Warsaw,RP,18,Unit,238
238-2,plac Pszenna,Warsaw,RP,39,Unit,238
238-3,plac Pszenna,Warsaw,RP,55,Unit,238
238-4,plac Pszenna,Warsaw,RP,40,Unit,238
239-1,aleja Jana III Sobieskiego,Warsaw,RP,63,Unit,239
239-2,aleja Jana III Sobieskiego,Warsaw,RP,70,Unit,239
239-3,aleja Jana III Sobieskiego,Warsaw,RP,82,Unit,239
240-1,ulica Rolna,Warsaw,RP,87,Unit,240
241-1,ulica Śląska,Warsaw,RP,28,Unit,241
241-2,ulica Śląska,Warsaw,RP,32,Unit,241
241-3,ulica Śląska,Warsaw,RP,29,Unit,241
242-1,ulica Listopada,Warsaw,RP,564,Unit,242
242-2,ulica Listopada,Warsaw,RP,557,Unit,242
243-1,pl. Olchowa,Warsaw,RP,8,Unit,243
243-2,pl. Olchowa,Warsaw,RP,21,Unit,243
243-3,pl. Olchowa,Warsaw,RP,10,Unit,243
244-1,aleja Jana Pawła II,Warsaw,RP,92,Unit,244
245-1,aleja Andersa,Warsaw,RP,32,Unit,245
245-2,aleja Andersa,Warsaw,RP,26,Unit,245
245-3,aleja Andersa,Warsaw,RP,40,Unit,245
246-1,ulica Jeziorna,Warsaw,RP,46,Unit,246
246-2,ulica Jeziorna,Warsaw,RP,51,Unit,246
246-3,ulica Jeziorna,Warsaw,RP,53,Unit,246
247-1,aleja Browarna,Warsaw,RP,9,Unit,247
248-1,al. Brzechwy,Warsaw,RP,49,Unit,248
248-2,al. Brzechwy,Warsaw,RP,61,Unit,248
248-3,al. Brzechwy,Warsaw,RP,58,Unit,248
248-4,al. Brzechwy,Warsaw,RP,67,Unit,248
249-1,ul. Szmaragdowa,Warsaw,RP,75,Unit,249
249-2,ul. Szmaragdowa,Warsaw,RP,83,Unit,249
249-3,ul. Szmaragdowa,Warsaw,RP,85,Unit,249
250-1,plac Rumiankowa,Warsaw,RP,971,Unit,250
250-2,plac Rumiankowa,Warsaw,RP,976,Unit,250
250-3,plac Rumiankowa,Warsaw,RP,985,Unit,250
251-1,ul. Piwna,Warsaw,RP,86,Unit,251
252-1,plac Tuwima,Warsaw,RP,877,Unit,252
252-2,plac Tuwima,Warsaw,RP,873,Unit,252
252-3,plac Tuwima,Warsaw,RP,878,Unit,252
253-1,ul. Świerczewskiego,Warsaw,RP,613,Unit,253
253-2,ul. Świerczewskiego,Warsaw,RP,623,Unit,253
253-3,ul. Świerczewskiego,Warsaw,RP,619,Unit,253
254-1,ul. Srebrna,Warsaw,RP,336,Unit,254
254-2,ul. Srebrna,Warsaw,RP,318,Unit,254
254-3,ul. Srebrna,Warsaw,RP,306,Unit,254
254-4,ul. Srebrna,Warsaw,RP,328,Unit,254
255-1,aleja Boczna,Warsaw,RP,82,Unit,255
255-2,aleja Boczna,Warsaw,RP,87,Unit,255
256-1,aleja Narutowicza,Warsaw,RP,49,Unit,256
256-2,aleja Narutowicza,Warsaw,RP,36,Unit,256
257-1,pl. Gołębia,Warsaw,RP,975,Unit,257
258-1,al. Kraszewskiego,Warsaw,RP,86,Unit,258
258-2,al. Kraszewskiego,Warsaw,RP,100,Unit,258
258-3,al. Kraszewskiego,Warsaw,RP,69,Unit,258
259-1,ul. Dobra,Warsaw,RP,11,Unit,259
259-2,ul. Dobra,Warsaw,RP,14,Unit,259
259-3,ul. Dobra,Warsaw,RP,12,Unit,259
259-4,ul. Dobra,Warsaw,RP,14,Unit,259
260-1,ulica Rubinowa,Warsaw,RP,229,Unit,260
260-2,ulica Rubinowa,Warsaw,RP,237,Unit,260
260-3,ulica Rubinowa,Warsaw,RP,240,Unit,260
261-1,aleja Szkolna,Warsaw,RP,62,Unit,261
261-2,aleja Szkolna,Warsaw,RP,46,Unit,261
261-3,aleja Szkolna,Warsaw,RP,62,Unit,261
262-1,aleja Zielna,Warsaw,RP,11,Unit,262
262-2,aleja Zielna,Warsaw,RP,16,Unit,262
262-3,aleja Zielna,Warsaw,RP,11,Unit,262
262-4,aleja Zielna,Warsaw,RP,5,Unit,262
263-1,aleja Powstańców Wielkopolskich,Warsaw,RP,51,Unit,263
263-2,aleja Powstańców Wielkopolskich,Warsaw,RP,67,Unit,263
264-1,pl. Orzeszkowej,Warsaw,RP,61,Unit,264
265-1,ulica Koralowa,Warsaw,RP,43,Unit,265
265-2,ulica Koralowa,Warsaw,RP,62,Unit,265
266-1,plac Wiązowa,Warsaw,RP,366,Unit,266
266-2,plac Wiązowa,Warsaw,RP,345,Unit,266
266-3,plac Wiązowa,Warsaw,RP,347,Unit,266
267-1,ul. Jana Pawła II,Warsaw,RP,14,Unit,267
267-2,ul. Jana Pawła II,Warsaw,RP,2,Unit,267
267-3,ul. Jana Pawła II,Warsaw,RP,34,Unit,267
267-4,ul. Jana Pawła II,Warsaw,RP,6,Unit,267
268-1,plac Kaliska,Warsaw,RP,446,Unit,268
269-1,plac Krzywa,Warsaw,RP,11,Unit,269
269-2,plac Krzywa,Warsaw,RP,26,Unit,269
269-3,plac Krzywa,Warsaw,RP,33,Unit,269
269-4,plac Krzywa,Warsaw,RP,23,Unit,269
270-1,pl. Gałczynskiego,Warsaw,RP,460,Unit,270
270-2,pl. Gałczynskiego,Warsaw,RP,463,Unit,270
270-3,pl. Gałczynskiego,Warsaw,RP,443,Unit,270
271-1,pl. Miodowa,Warsaw,RP,107,Unit,271
271-2,pl. Miodowa,Warsaw,RP,116,Unit,271
272-1,al. Drzymały,Warsaw,RP,163,Unit,272
272-2,al. Drzymały,Warsaw,RP,161,Unit,272
272-3,al. Drzymały,Warsaw,RP,136,Unit,272
272-4,al. Drzymały,Warsaw,RP,166,Unit,272
273-1,ul. Asnyka,Warsaw,RP,62,Unit,273
273-2,ul. Asnyka,Warsaw,RP,57,Unit,273
273-3,ul. Asnyka,Warsaw,RP,57,Unit,273
273-4,ul. Asnyka,Warsaw,RP,64,Unit,273
274-1,ulica Kolonia,Warsaw,RP,81,Unit,274
274-2,ulica Kolonia,Warsaw,RP,70,Unit,274
274-3,ulica Kolonia,Warsaw,RP,78,Unit,274
274-4,ulica Kolonia,Warsaw,RP,56,Unit,274
275-1,pl. Rubinowa,Warsaw,RP,35,Unit,275
275-2,pl. Rubinowa,Warsaw,RP,36,Unit,275
275-3,pl. Rubinowa,Warsaw,RP,51,Unit,275
276-1,ulica Przechodnia,Warsaw,RP,20,Unit,276
277-1,aleja Kruczkowskiego,Warsaw,RP,645,Unit,277
277-2,aleja Kruczkowskiego,Warsaw,RP,671,Unit,277
277-3,aleja Kruczkowskiego,Warsaw,RP,660,Unit,277
278-1,al. Reja,Warsaw,RP,75,Unit,278
278-2,al. Reja,Warsaw,RP,67,Unit,278
278-3,al. Reja,Warsaw,RP,46,Unit,278
278-4,al. Reja,Warsaw,RP,78,Unit,278
279-1,ul. Głowackiego,Warsaw,RP,13,Unit,279
279-2,ul. Głowackiego,Warsaw,RP,6,Unit,279
279-3,ul. Głowackiego,Warsaw,RP,13,Unit,279
280-1,aleja Rózana,Warsaw,RP,8,Unit,280
280-2,aleja Rózana,Warsaw,RP,15,Unit,280
280-3,aleja Rózana,Warsaw,RP,42,Unit,280
280-4,aleja Rózana,Warsaw,RP,7,Unit,280
281-1,ulica Kaszubska,Warsaw,RP,132,Unit,281
281-2,ulica Kaszubska,Warsaw,RP,152,Unit,281
281-3,ulica Kaszubska,Warsaw,RP,155,Unit,281
281-4,ulica Kaszubska,Warsaw,RP,119,Unit,281
282-1,aleja Waryńskiego,Warsaw,RP,7,Unit,282
282-2,aleja Waryńskiego,Warsaw,RP,20,Unit,282
282-3,aleja Waryńskiego,Warsaw,RP,7,Unit,282
283-1,ulica Solidarnosci,Warsaw,RP,288,Unit,283
283-2,ulica Solidarnosci,Warsaw,RP,274,Unit,283
284-1,al. Wysoka,Warsaw,RP,132,Unit,284
284-2,al. Wysoka,Warsaw,RP,141,Unit,284
284-3,al. Wysoka,Warsaw,RP,140,Unit,284
284-4,al. Wysoka,Warsaw,RP,148,Unit,284
285-1,ulica Jabłoniowa,Warsaw,RP,14,Unit,285
285-2,ulica Jabłoniowa,Warsaw,RP,10,Unit,285
286-1,pl. Bolesława Krzywoustego,Warsaw,RP,199,Unit,286
286-2,pl. Bolesława Krzywoustego,Warsaw,RP,231,Unit,286
286-3,pl. Bolesława Krzywoustego,Warsaw,RP,217,Unit,286
287-1,aleja Gdańska,Warsaw,RP,676,Unit,287
287-2,aleja Gdańska,Warsaw,RP,646,Unit,287
287-3,aleja Gdańska,Warsaw,RP,671,Unit,287
288-1,ulica Rzeczna,Warsaw,RP,91,Unit,288
288-2,ulica Rzeczna,Warsaw,RP,104,Unit,288
289-1,plac Dąbrowskiej,Warsaw,RP,925,Unit,289
289-2,plac Dąbrowskiej,Warsaw,RP,932,Unit,289
290-1,plac Krótka,Warsaw,RP,54,Unit,290
290-2,plac Krótka,Warsaw,RP,84,Unit,290
290-3,plac Krótka,Warsaw,RP,75,Unit,290
290-4,plac Krótka,Warsaw,RP,52,Unit,290
291-1,aleja Agrestowa,Warsaw,RP,79,Unit,291
291-2,aleja Agrestowa,Warsaw,RP,61,Unit,291
291-3,aleja Agrestowa,Warsaw,RP,82,Unit,291
292-1,plac Kolonia,Warsaw,RP,324,Unit,292
292-2,plac Kolonia,Warsaw,RP,353,Unit,292
292-3,plac Kolonia,Warsaw,RP,319,Unit,292
293-1,plac Wieniawskiego,Warsaw,RP,104,Unit,293
293-2,plac Wieniawskiego,Warsaw,RP,95,Unit,293
294-1,plac Konarskiego,Warsaw,RP,8,Unit,294
294-2,plac Konarskiego,Warsaw,RP,11,Unit,294
294-3,plac Konarskiego,Warsaw,RP,1,Unit,294
294-4,plac Konarskiego,Warsaw,RP,12,Unit,294
295-1,aleja Gałczynskiego,Warsaw,RP,6,Unit,295
295-2,aleja Gałczynskiego,Warsaw,RP,31,Unit,295
296-1,ulica Jasna,Warsaw,RP,62,Unit,296
297-1,al. Południowa,Warsaw,RP,0,Unit,297
297-2,al. Południowa,Warsaw,RP,19,Unit,297
297-3,al. Południowa,Warsaw,RP,11,Unit,297
297-4,al. Południowa,Warsaw,RP,3,Unit,297
298-1,aleja Jaśminowa,Warsaw,RP,853,Unit,298
298-2,aleja Jaśminowa,Warsaw,RP,848,Unit,298
298-3,aleja Jaśminowa,Warsaw,RP,838,Unit,298
298-4,aleja Jaśminowa,Warsaw,RP,838,Unit,298
299-1,pl. Słowicza,Warsaw,RP,85,Unit,299
299-2,pl. Słowicza,Warsaw,RP,90,Unit,299
299-3,pl. Słowicza,Warsaw,RP,102,Unit,299
300-1,pl. Bolesława Chrobrego,Warsaw,RP,0,Unit,300
301-1,aleja Łanowa,Warsaw,RP,10,Unit,301
301-2,aleja Łanowa,Warsaw,RP,14,Unit,301
301-3,aleja Łanowa,Warsaw,RP,11,Unit,301
302-1,al. Owocowa,Warsaw,RP,104,Unit,302
302-2,al. Owocowa,Warsaw,RP,98,Unit,302
303-1,al. Słowackiego,Warsaw,RP,104,Unit,303
303-2,al. Słowackiego,Warsaw,RP,105,Unit,303
304-1,ul. Wąska,Warsaw,RP,87,Unit,304
305-1,al. Listopada,Warsaw,RP,951,Unit,305
305-2,al. Listopada,Warsaw,RP,921,Unit,305
306-1,al. Jana Pawła II,Warsaw,RP,62,Unit,306
307-1,plac Ciasna,Warsaw,RP,61,Unit,307
307-2,plac Ciasna,Warsaw,RP,46,Unit,307
308-1,pl. Prusa,Warsaw,RP,578,Unit,308
309-1,al. Łabędzia,Warsaw,RP,61,Unit,309
309-2,al. Łabędzia,Warsaw,RP,38,Unit,309
310-1,ulica Fabryczna,Warsaw,RP,688,Unit,310
311-1,aleja Rejtana,Warsaw,RP,7,Unit,311
311-2,aleja Rejtana,Warsaw,RP,21,Unit,311
311-3,aleja Rejtana,Warsaw,RP,8,Unit,311
312-1,ul. Irysowa,Warsaw,RP,69,Unit,312
313-1,pl. Kościelna,Warsaw,RP,16,Unit,313
313-2,pl. Kościelna,Warsaw,RP,14,Unit,313
313-3,pl. Kościelna,Warsaw,RP,15,Unit,313
314-1,pl. Miłosza,Warsaw,RP,433,Unit,314
314-2,pl. Miłosza,Warsaw,RP,421,Unit,314
314-3,pl. Miłosza,Warsaw,RP,448,Unit,314
314-4,pl. Miłosza,Warsaw,RP,437,Unit,314
315-1,plac Zielona,Warsaw,RP,672,Unit,315
315-2,plac Zielona,Warsaw,RP,652,Unit,315
316-1,al. Jaworowa,Warsaw,RP,55,Unit,316
317-1,plac Źródlana,Warsaw,RP,52,Unit,317
318-1,aleja Sybiraków,Warsaw,RP,77,Unit,318
319-1,plac Kamienna,Warsaw,RP,80,Unit,319
320-1,aleja Młynarska,Warsaw,RP,65,Unit,320
321-1,ul. Błękitna,Warsaw,RP,18,Unit,321
321-2,ul. Błękitna,Warsaw,RP,10,Unit,321
321-3,ul. Błękitna,Warsaw,RP,26,Unit,321
321-4,ul. Błękitna,Warsaw,RP,31,Unit,321
322-1,ul. Szpitalna,Warsaw,RP,55,Unit,322
322-2,ul. Szpitalna,Warsaw,RP,48,Unit,322
322-3,ul. Szpitalna,Warsaw,RP,27,Unit,322
323-1,ulica Parkowa,Warsaw,RP,67,Unit,323
323-2,ulica Parkowa,Warsaw,RP,84,Unit,323
324-1,pl. Miarki,Warsaw,RP,602,Unit,324
324-2,pl. Miarki,Warsaw,RP,590,Unit,324
325-1,pl. Kosynierów,Warsaw,RP,4,Unit,325
325-2,pl. Kosynierów,Warsaw,RP,23,Unit,325
326-1,al. Stycznia,Warsaw,RP,92,Unit,326
326-2,al. Stycznia,Warsaw,RP,70,Unit,326
327-1,plac Łąkowa,Warsaw,RP,31,Unit,327
327-2,plac Łąkowa,Warsaw,RP,45,Unit,327
327-3,plac Łąkowa,Warsaw,RP,50,Unit,327
327-4,plac Łąkowa,Warsaw,RP,58,Unit,327
328-1,ulica Porzeczkowa,Warsaw,RP,38,Unit,328
329-1,ulica Stroma,Warsaw,RP,14,Unit,329
329-2,ulica Stroma,Warsaw,RP,6,Unit,329
330-1,al. Podwale,Warsaw,RP,86,Unit,330
331-1,al. Dębowa,Warsaw,RP,22,Unit,331
331-2,al. Dębowa,Warsaw,RP,8,Unit,331
331-3,al. Dębowa,Warsaw,RP,8,Unit,331
331-4,al. Dębowa,Warsaw,RP,2,Unit,331
332-1,pl. Zamkowa,Warsaw,RP,641,Unit,332
333-1,pl. Sportowa,Warsaw,RP,44,Unit,333
334-1,ul. Jana Pawła II,Warsaw,RP,89,Unit,334
334-2,ul. Jana Pawła II,Warsaw,RP,79,Unit,334
335-1,al. Wiejska,Warsaw,RP,86,Unit,335
336-1,ul. Wodna,Warsaw,RP,88,Unit,336
337-1,plac Robotnicza,Warsaw,RP,31,Unit,337
337-2,plac Robotnicza,Warsaw,RP,23,Unit,337
337-3,plac Robotnicza,Warsaw,RP,40,Unit,337
337-4,plac Robotnicza,Warsaw,RP,34,Unit,337
338-1,ulica Wolności,Warsaw,RP,33,Unit,338
338-2,ulica Wolności,Warsaw,RP,41,Unit,338
338-3,ulica Wolności,Warsaw,RP,64,Unit,338
338-4,ulica Wolności,Warsaw,RP,57,Unit,338
339-1,aleja Owocowa,Warsaw,RP,74,Unit,339
339-2,aleja Owocowa,Warsaw,RP,88,Unit,339
339-3,aleja Owocowa,Warsaw,RP,86,Unit,339
340-1,ulica Rózana,Warsaw,RP,78,Unit,340
340-2,ulica Rózana,Warsaw,RP,50,Unit,340
341-1,al. Zaciszna,Warsaw,RP,14,Unit,341
341-2,al. Zaciszna,Warsaw,RP,48,Unit,341
342-1,pl. Krańcowa,Warsaw,RP,41,Unit,342
342-2,pl. Krańcowa,Warsaw,RP,56,Unit,342
342-3,pl. Krańcowa,Warsaw,RP,48,Unit,342
343-1,ul. Kossaka,Warsaw,RP,79,Unit,343
343-2,ul. Kossaka,Warsaw,RP,99,Unit,343
343-3,ul. Kossaka,Warsaw,RP,79,Unit,343
344-1,ulica Skargi,Warsaw,RP,43,Unit,344
344-2,ulica Skargi,Warsaw,RP,23,Unit,344
345-1,ulica Kochanowskiego,Warsaw,RP,11,Unit,345
345-2,ulica Kochanowskiego,Warsaw,RP,4,Unit,345
345-3,ulica Kochanowskiego,Warsaw,RP,13,Unit,345
346-1,pl. Konstytucji 3 Maja,Warsaw,RP,92,Unit,346
346-2,pl. Konstytucji 3 Maja,Warsaw,RP,83,Unit,346
346-3,pl. Konstytucji 3 Maja,Warsaw,RP,115,Unit,346
347-1,plac Miarki,Warsaw,RP,38,Unit,347
347-2,plac Miarki,Warsaw,RP,64,Unit,347
347-3,plac Miarki,Warsaw,RP,70,Unit,347
348-1,plac Rzemieślnicza,Warsaw,RP,310,Unit,348
348-2,plac Rzemieślnicza,Warsaw,RP,288,Unit,348
349-1,ul. Górnicza,Warsaw,RP,67,Unit,349
350-1,ul. Witosa,Warsaw,RP,56,Unit,350
351-1,aleja Mostowa,Warsaw,RP,71,Unit,351
352-1,ul. Rózana,Warsaw,RP,62,Unit,352
352-2,ul. Rózana,Warsaw,RP,58,Unit,352
352-3,ul. Rózana,Warsaw,RP,61,Unit,352
353-1,ulica Willowa,Warsaw,RP,42,Unit,353
353-2,ulica Willowa,Warsaw,RP,68,Unit,353
353-3,ulica Willowa,Warsaw,RP,64,Unit,353
353-4,ulica Willowa,Warsaw,RP,58,Unit,353
354-1,ul. Czereśniowa,Warsaw,RP,37,Unit,354
354-2,ul. Czereśniowa,Warsaw,RP,67,Unit,354
354-3,ul. Czereśniowa,Warsaw,RP,31,Unit,354
355-1,plac Nadrzeczna,Warsaw,RP,17,Unit,355
355-2,plac Nadrzeczna,Warsaw,RP,31,Unit,355
355-3,plac Nadrzeczna,Warsaw,RP,5,Unit,355
356-1,plac Majowa,Warsaw,RP,82,Unit,356
356-2,plac Majowa,Warsaw,RP,62,Unit,356
357-1,al. Radosna,Warsaw,RP,34,Unit,357
358-1,ulica Tęczowa,Warsaw,RP,322,Unit,358
358-2,ulica Tęczowa,Warsaw,RP,326,Unit,358
358-3,ulica Tęczowa,Warsaw,RP,301,Unit,358
358-4,ulica Tęczowa,Warsaw,RP,333,Unit,358
359-1,pl. Tuwima,Warsaw,RP,77,Unit,359
359-2,pl. Tuwima,Warsaw,RP,74,Unit,359
360-1,ulica Bolesława Krzywoustego,Warsaw,RP,54,Unit,360
